name,party,era,band,n,share_angry
Marilyn Strickland,Democrat,Biden,18-20 evening,215,0.12093023255813953
Mark Kelly,Democrat,Biden,09-17 work,3091,0.12067292138466516
Pete Olson R-TX,Republican,Trump,18-20 evening,606,0.12046204620462046
Brian K. Fitzpatrick,Republican,Trump II,09-17 work,972,0.12037037037037036
"Allred, Colin",Democrat,Biden,09-17 work,2576,0.1203416149068323
Lisa Blunt Rochester,Democrat,Biden,18-20 evening,291,0.12027491408934708
Maria Cantwell,Democrat,Biden,09-17 work,1788,0.12024608501118568
Stephen F. Lynch,Democrat,Obama,09-17 work,1424,0.12008426966292135
Adam Kinzinger R-IL,Republican,Obama,09-17 work,4048,0.12005928853754941
John J. McGuire III,Republican,Trump II,09-17 work,450,0.12
Luis Gutierrez D-IL,Democrat,Obama,05-08 morning,250,0.12
Jack Bergman,Republican,Trump,09-17 work,1101,0.11989100817438691
Don Young R-AK,Republican,Biden,09-17 work,1035,0.11980676328502415
James E. Risch,Republican,Obama,09-17 work,359,0.11977715877437325
Mark DeSaulnier,Democrat,Biden,05-08 morning,309,0.11974110032362459
Tim Kaine,Democrat,Obama,05-08 morning,928,0.11961206896551724
Jim Hagedorn R-MN,Republican,Trump,09-17 work,1096,0.11952554744525548
Mike Crapo,Republican,Trump II,00-04 night,318,0.11949685534591195
Brian K. Fitzpatrick,Republican,Biden,09-17 work,2653,0.11948737278552582
"Waltz, Michael",Republican,Trump,05-08 morning,335,0.11940298507462686
"Luetkemeyer, Blaine",Republican,Obama,05-08 morning,310,0.11935483870967742
Louie Gohmert R-TX,Republican,Obama,05-08 morning,612,0.119281045751634
Lee Zeldin R-NY,Republican,Obama,09-17 work,613,0.11908646003262642
Grace Meng,Democrat,Obama,18-20 evening,336,0.11904761904761904
Chris Smith R-NJ,Republican,Obama,09-17 work,580,0.11896551724137931
"Bucshon, Larry",Republican,Obama,18-20 evening,227,0.11894273127753303
J. French Hill,Republican,Obama,09-17 work,799,0.11889862327909888
Blake D. Moore,Republican,Biden,05-08 morning,286,0.11888111888111888
Marc A. Veasey,Democrat,Obama,05-08 morning,236,0.11864406779661017
Gabe Vasquez,Democrat,Biden,05-08 morning,270,0.11851851851851852
Vicky Hartzler R-MO,Republican,Obama,18-20 evening,270,0.11851851851851852
Donald McEachin D-VA,Democrat,Biden,09-17 work,1140,0.11842105263157894
Bill Shuster R-PA,Republican,Trump,09-17 work,304,0.11842105263157894
Scott Rigell R-VA,Republican,Obama,09-17 work,2797,0.1183410797282803
Pete Olson R-TX,Republican,Obama,05-08 morning,262,0.1183206106870229
Rob Woodall R-GA,Republican,Obama,09-17 work,389,0.11825192802056556
"Kuster, Ann",Democrat,Biden,18-20 evening,271,0.11808118081180811
Juan Ciscomani,Republican,Biden,09-17 work,1129,0.11780336581045173
Mo Brooks R-AL,Republican,Obama,09-17 work,815,0.11779141104294479
Al Lawson D-FL,Democrat,Trump,09-17 work,841,0.11771700356718193
"Kuster, Ann",Democrat,Biden,09-17 work,2023,0.11764705882352941
Mike Kelly,Republican,Trump II,09-17 work,238,0.11764705882352941
Roger F. Wicker,Republican,Trump,09-17 work,3665,0.11759890859481582
Susie Lee,Democrat,Trump,18-20 evening,349,0.1174785100286533
Greg Stanton,Democrat,Biden,05-08 morning,349,0.1174785100286533
Chris Stewart R-UT,Republican,Obama,09-17 work,1210,0.11735537190082644
J. Luis Correa,Democrat,Biden,09-17 work,972,0.11728395061728394
"Eshoo, Anna ",Democrat,Obama,09-17 work,904,0.1172566371681416
"Tester, Jon",Democrat,Biden,05-08 morning,316,0.11708860759493671
Tim Walberg,Republican,Obama,18-20 evening,299,0.11705685618729098
Rick Larsen,Democrat,Obama,05-08 morning,769,0.11703511053315994
Andy Barr,Republican,Obama,09-17 work,1728,0.11689814814814815
Troy A. Carter,Democrat,Biden,05-08 morning,385,0.11688311688311688
J. French Hill,Republican,Trump II,09-17 work,454,0.11674008810572688
Darren Soto,Democrat,Biden,05-08 morning,480,0.11666666666666667
Lauren Underwood,Democrat,Trump,09-17 work,1699,0.11653914067098294
Steve Daines,Republican,Trump,09-17 work,472,0.11652542372881355
Frederica S. Wilson,Democrat,Obama,09-17 work,5567,0.11640021555595473
Raphael G. Warnock,Democrat,Biden,05-08 morning,1093,0.1161939615736505
"Luetkemeyer, Blaine",Republican,Trump,09-17 work,904,0.1161504424778761
Anthony Brindisi D-NY,Democrat,Trump,09-17 work,2017,0.11601388200297472
Abby Finkenauer D-IA,Democrat,Trump,18-20 evening,207,0.11594202898550725
Steve Watkins R-KS,Republican,Trump,09-17 work,725,0.11586206896551725
Morgan McGarvey,Democrat,Biden,09-17 work,1036,0.11583011583011583
Mark DeSaulnier,Democrat,Obama,09-17 work,708,0.11581920903954802
Deb Fischer,Republican,Obama,09-17 work,2101,0.11565920990004759
"Sherrill, Mikie",Democrat,Biden,09-17 work,2345,0.11556503198294243
Emanuel Cleaver,Democrat,Obama,09-17 work,2934,0.11554192229038855
Greg Stanton,Democrat,Trump,05-08 morning,208,0.11538461538461539
Hillary J. Scholten,Democrat,Biden,18-20 evening,208,0.11538461538461539
Steny H. Hoyer,Democrat,Biden,05-08 morning,539,0.1150278293135436
Andy Kim,Democrat,Trump,18-20 evening,261,0.11494252873563218
Deb Fischer,Republican,Trump II,05-08 morning,383,0.11488250652741515
Stephanie Murphy D-FL,Democrat,Biden,09-17 work,1370,0.1145985401459854
Carolyn Bourdeaux D-GA,Democrat,Biden,09-17 work,1712,0.11448598130841121
Jim Costa,Democrat,Trump,09-17 work,1538,0.11443433029908973
Bryan Steil,Republican,Trump,05-08 morning,402,0.11442786069651742
Terri A. Sewell,Democrat,Biden,18-20 evening,271,0.11439114391143912
Alma S. Adams,Democrat,Obama,09-17 work,1313,0.11424219345011424
"Ferguson, A. Drew",Republican,Trump,09-17 work,613,0.11419249592169657
Tom Barrett,Republican,Trump II,05-08 morning,298,0.11409395973154363
Andy Kim,Democrat,Trump,09-17 work,1686,0.11387900355871886
Mike Enzi R-WY,Republican,Trump,09-17 work,1089,0.11386593204775022
Jackie Walorski R-IN,Republican,Trump,18-20 evening,273,0.11355311355311355
Joyce Beatty,Democrat,Obama,09-17 work,2054,0.11343719571567673
David Price D-NC,Democrat,Biden,09-17 work,1042,0.11324376199616124
Richard Hudson,Republican,Trump,09-17 work,2404,0.11314475873544093
Rick Larsen,Democrat,Biden,18-20 evening,398,0.11306532663316583
Ben Ray Luján,Democrat,Obama,09-17 work,540,0.11296296296296296
Steve Womack,Republican,Trump II,09-17 work,505,0.11287128712871287
John Shimkus R-IL,Republican,Obama,18-20 evening,204,0.11274509803921569
Alan Lowenthal D-CA,Democrat,Obama,09-17 work,1366,0.11273792093704246
Ryan Mackenzie,Republican,Trump II,09-17 work,418,0.11244019138755981
Brian K. Fitzpatrick,Republican,Trump,18-20 evening,276,0.11231884057971014
Brian K. Fitzpatrick,Republican,Trump,05-08 morning,374,0.11229946524064172
Carol D. Miller,Republican,Trump,09-17 work,1037,0.11186113789778207
Fred Upton R-MI,Republican,Obama,18-20 evening,304,0.1118421052631579
Jahana Hayes,Democrat,Trump,18-20 evening,331,0.11178247734138973
Ryan K. Zinke,Republican,Obama,09-17 work,510,0.11176470588235295
Rob Portman R-OH,Republican,Obama,09-17 work,4029,0.11169024571854058
Cedric Richmond D-LA,Democrat,Obama,09-17 work,1577,0.11160431198478123
H. Morgan Griffith,Republican,Trump,09-17 work,717,0.11157601115760112
Steven Horsford,Democrat,Biden,05-08 morning,726,0.1115702479338843
"Graves, Garret",Republican,Obama,05-08 morning,269,0.11152416356877323
Gary C. Peters,Democrat,Biden,09-17 work,2969,0.11148534860222296
Richard Hudson,Republican,Trump,05-08 morning,350,0.11142857142857143
Joe Cunningham D-SC,Democrat,Trump,09-17 work,1159,0.11130284728213978
Mark Kelly,Democrat,Biden,05-08 morning,1294,0.11128284389489954
Cindy Hyde-Smith,Republican,Trump,09-17 work,1843,0.1112316874660879
Lizzie Fletcher,Democrat,Biden,18-20 evening,225,0.1111111111111111
"Cardin, Benjamin",Democrat,Obama,05-08 morning,243,0.1111111111111111
Mimi Walters R-CA,Republican,Trump,05-08 morning,261,0.1111111111111111
Jill N. Tokuda,Democrat,Biden,09-17 work,594,0.1111111111111111
Melanie A. Stansbury,Democrat,Biden,00-04 night,216,0.1111111111111111
Scott Rigell R-VA,Republican,Obama,05-08 morning,378,0.1111111111111111
Carlos Curbelo R-FL,Republican,Trump,09-17 work,1602,0.1111111111111111
Blake D. Moore,Republican,Biden,09-17 work,1433,0.11095603628750872
Ann Wagner,Republican,Trump II,09-17 work,316,0.11075949367088607
Jefferson Shreve,Republican,Trump II,05-08 morning,280,0.11071428571428571
Michael R. Turner,Republican,Trump,09-17 work,1102,0.11070780399274047
Terri A. Sewell,Democrat,Biden,09-17 work,2603,0.11064156742220514
Paul Tonko,Democrat,Biden,09-17 work,2124,0.11064030131826742
Marcy Kaptur,Democrat,Obama,09-17 work,1085,0.11059907834101383
Mark Kelly,Democrat,Biden,00-04 night,208,0.11057692307692307
Henry Cuellar,Democrat,Trump,18-20 evening,208,0.11057692307692307
Daniel Webster,Republican,Obama,18-20 evening,308,0.11038961038961038
Tammy Baldwin,Democrat,Obama,09-17 work,7082,0.11027958203897203
Sharice Davids,Democrat,Biden,00-04 night,227,0.11013215859030837
Dan Donovan R-NY,Republican,Trump,09-17 work,918,0.11002178649237472
Adrian Smith,Republican,Trump II,09-17 work,400,0.11
Mike Thompson,Democrat,Biden,09-17 work,3043,0.10976010515938218
J. French Hill,Republican,Trump,09-17 work,1651,0.1096305269533616
Claudia Tenney,Republican,Trump,09-17 work,1004,0.10956175298804781
Mike Thompson,Democrat,Trump,09-17 work,6190,0.10953150242326333
Sylvia R. Garcia,Democrat,Biden,00-04 night,201,0.10945273631840796
Mike Kelly,Republican,Trump II,05-08 morning,265,0.10943396226415095
"Mooney, Alex",Republican,Obama,09-17 work,640,0.109375
Marilyn Strickland,Democrat,Biden,09-17 work,2228,0.10906642728904847
Dan Sullivan,Republican,Trump,09-17 work,1434,0.1087866108786611
Gary C. Peters,Democrat,Biden,18-20 evening,535,0.10841121495327102
Debbie Dingell,Democrat,Biden,05-08 morning,286,0.10839160839160839
David Young R-IA,Republican,Obama,18-20 evening,203,0.10837438423645321
Richard Hudson,Republican,Trump,18-20 evening,277,0.10830324909747292
Joseph D. Morelle,Democrat,Biden,05-08 morning,536,0.10820895522388059
Rick W. Allen,Republican,Obama,09-17 work,555,0.10810810810810811
Susan M. Collins,Republican,Biden,09-17 work,592,0.10810810810810811
"Payne Jr., Donald",Democrat,Biden,09-17 work,1721,0.10807669959325973
J. French Hill,Republican,Trump,05-08 morning,315,0.10793650793650794
John Garamendi,Democrat,Obama,05-08 morning,482,0.1078838174273859
Juan Ciscomani,Republican,Trump II,05-08 morning,408,0.10784313725490197
Tom O'Halleran D-AZ,Democrat,Trump,09-17 work,2746,0.10742898761835397
Cindy Axne D-IA,Democrat,Biden,09-17 work,1555,0.10739549839228296
Jim Cooper D-TN,Democrat,Obama,09-17 work,1211,0.10734929810074319
John J. McGuire III,Republican,Trump II,05-08 morning,308,0.10714285714285714
Stephen Fincher R-TN,Republican,Obama,18-20 evening,224,0.10714285714285714
Brian K. Fitzpatrick,Republican,Biden,18-20 evening,243,0.10699588477366255
Richard Burr R-NC,Republican,Trump,09-17 work,832,0.10697115384615384
Joe Neguse,Democrat,Biden,00-04 night,412,0.10679611650485436
Vicente Gonzalez,Democrat,Biden,09-17 work,2014,0.1067527308838133
Dean Heller R-NV,Republican,Obama,05-08 morning,806,0.10669975186104218
Troy Downing,Republican,Trump II,05-08 morning,478,0.10669456066945607
Roger F. Wicker,Republican,Trump,05-08 morning,394,0.1065989847715736
John Thune,Republican,Trump,09-17 work,2324,0.10628227194492254
Roger Williams,Republican,Trump,05-08 morning,659,0.1062215477996965
Karen Handel R-GA,Republican,Trump,09-17 work,339,0.10619469026548672
"Thomas H. Kean, Jr.",Republican,Trump II,09-17 work,424,0.10613207547169812
Erik Paulsen R-MN,Republican,Obama,09-17 work,1935,0.10594315245478036
Jahana Hayes,Democrat,Biden,18-20 evening,255,0.10588235294117647
Jeff Hurd,Republican,Trump II,05-08 morning,397,0.10579345088161209
Trent Kelly,Republican,Biden,09-17 work,331,0.10574018126888217
Suzanne Bonamici,Democrat,Obama,05-08 morning,246,0.10569105691056911
Bradley Scott Schneider,Democrat,Obama,09-17 work,720,0.10555555555555556
Mike Quigley,Democrat,Obama,09-17 work,5694,0.1053740779768177
Mike Flood,Republican,Trump II,05-08 morning,437,0.10526315789473684
Sean Maloney D-NY,Democrat,Obama,09-17 work,1873,0.10517885744794447
Grace Meng,Democrat,Obama,09-17 work,1655,0.10513595166163142
"Eshoo, Anna ",Democrat,Obama,05-08 morning,295,0.10508474576271186
Elizabeth Esty D-CT,Democrat,Obama,18-20 evening,295,0.10508474576271186
Ed Whitfield R-KY,Republican,Obama,09-17 work,809,0.10506798516687268
Sean Duffy R-WI,Republican,Trump,18-20 evening,257,0.10505836575875487
Sharice Davids,Democrat,Trump,09-17 work,1533,0.1050228310502283
"Manchin, Joe",Democrat,Biden,09-17 work,1525,0.10491803278688525
Adam Smith,Democrat,Obama,05-08 morning,267,0.10486891385767791
Mazie K. Hirono,Democrat,Obama,09-17 work,258,0.10465116279069768
Sean Duffy R-WI,Republican,Obama,05-08 morning,440,0.10454545454545454
Michael Guest,Republican,Trump II,09-17 work,622,0.1045016077170418
Jefferson Shreve,Republican,Trump II,09-17 work,498,0.10441767068273092
Dan Coats R-IN,Republican,Obama,05-08 morning,489,0.10429447852760736
Steven Horsford,Democrat,Biden,09-17 work,2714,0.10427413411938098
Juan Ciscomani,Republican,Trump II,09-17 work,518,0.10424710424710425
Juan Ciscomani,Republican,Trump II,00-04 night,298,0.1040268456375839
Joe Courtney,Democrat,Obama,09-17 work,3269,0.10400734169470786
Ron Kind D-WI,Democrat,Obama,09-17 work,856,0.10397196261682243
Robert Pittenger R-NC,Republican,Obama,21-23 late,202,0.10396039603960396
Jeanne Shaheen,Democrat,Obama,09-17 work,2318,0.10353753235547886
Dan Donovan R-NY,Republican,Obama,09-17 work,715,0.1034965034965035
Mike Carey,Republican,Trump II,05-08 morning,319,0.10344827586206896
Gary C. Peters,Democrat,Biden,05-08 morning,387,0.10335917312661498
Bryan Steil,Republican,Trump,18-20 evening,330,0.10303030303030303
Gary Miller R-CA,Republican,Obama,09-17 work,204,0.10294117647058823
Kim Schrier,Democrat,Trump,05-08 morning,204,0.10294117647058823
Tim Scott,Republican,Obama,18-20 evening,399,0.10275689223057644
Lamar Alexander R-TN,Republican,Trump,18-20 evening,438,0.10273972602739725
Raul Ruiz,Democrat,Trump,05-08 morning,263,0.10266159695817491
Frank Guinta R-NH,Republican,Obama,09-17 work,945,0.10264550264550265
Angie Craig,Democrat,Biden,18-20 evening,273,0.10256410256410256
Abby Finkenauer D-IA,Democrat,Trump,09-17 work,947,0.10242872228088701
Terri A. Sewell,Democrat,Biden,05-08 morning,459,0.10239651416122005
Rick Larsen,Democrat,Biden,09-17 work,3233,0.1023816888339004
Robert E. Latta,Republican,Trump II,05-08 morning,401,0.10224438902743142
Mike Quigley,Democrat,Obama,05-08 morning,382,0.10209424083769633
Mike Rounds,Republican,Trump,05-08 morning,480,0.10208333333333333
"Wenstrup, Brad",Republican,Trump,09-17 work,1901,0.1020515518148343
Danny K. Davis,Democrat,Biden,09-17 work,941,0.10201912858660998
Bryan Steil,Republican,Trump,09-17 work,1784,0.10201793721973094
Scott Perry,Republican,Obama,09-17 work,1847,0.10178668110449378
Bill Foster,Democrat,Obama,09-17 work,1527,0.10150622134905042
Roger Williams,Republican,Trump,18-20 evening,266,0.10150375939849623
Elaine Luria D-VA,Democrat,Biden,09-17 work,1390,0.10143884892086331
Tim Scott,Republican,Trump,05-08 morning,365,0.10136986301369863
Mark Kelly,Democrat,Biden,18-20 evening,227,0.1013215859030837
David P. Joyce,Republican,Trump II,09-17 work,257,0.10116731517509728
Joe Donnelly D-IN,Democrat,Trump,18-20 evening,495,0.10101010101010101
Leonard Lance R-NJ,Republican,Obama,09-17 work,931,0.10096670247046187
Jerry McNerney D-CA,Democrat,Obama,05-08 morning,218,0.10091743119266056
Darin LaHood,Republican,Trump,09-17 work,1467,0.10088616223585549
"Robert P. Bresnahan, Jr.",Republican,Trump II,09-17 work,347,0.10086455331412104
Eric Sorensen,Democrat,Biden,09-17 work,823,0.10085054678007291
Martha McSally R-AZ,Republican,Trump,09-17 work,2678,0.10082150858849888
Darren Soto,Democrat,Biden,09-17 work,3581,0.1005305780508238
Lauren Underwood,Democrat,Biden,09-17 work,2129,0.10051667449506811
Mike Rounds,Republican,Trump II,05-08 morning,269,0.10037174721189591
Suzan K. DelBene,Democrat,Obama,05-08 morning,319,0.10031347962382445
Maria Cantwell,Democrat,Obama,09-17 work,1586,0.10025220680958385
Lauren Underwood,Democrat,Biden,05-08 morning,250,0.1
Tim Johnson R-IL,Republican,Obama,09-17 work,200,0.1
Lucille Roybal-Allard D-CA,Democrat,Obama,09-17 work,1562,0.0998719590268886
"Sinema, Kyrsten",Democrat,Trump,09-17 work,1082,0.09981515711645102
Scott Franklin,Republican,Trump II,05-08 morning,301,0.09966777408637874
"Eric A. ""Rick"" Crawford",Republican,Obama,05-08 morning,291,0.09965635738831616
Dina Titus,Democrat,Obama,05-08 morning,914,0.09956236323851203
"Wenstrup, Brad",Republican,Obama,09-17 work,2333,0.09944277753964852
Rick Larsen,Democrat,Biden,00-04 night,352,0.09943181818181818
David McKinley R-WV,Republican,Trump,09-17 work,2877,0.09940910670837678
Martha McSally R-AZ,Republican,Trump,05-08 morning,634,0.09936908517350158
"Scott, David",Democrat,Trump,09-17 work,775,0.09935483870967741
Joe Wilson,Republican,Obama,09-17 work,796,0.0992462311557789
Chrissy Houlahan,Democrat,Trump,09-17 work,1907,0.09910854745673833
Filemon Vela D-TX,Democrat,Biden,09-17 work,273,0.0989010989010989
Robert Menendez,Democrat,Biden,09-17 work,809,0.09888751545117429
Henry Cuellar,Democrat,Trump,05-08 morning,344,0.09883720930232558
Kurt Schrader D-OR,Democrat,Obama,09-17 work,1216,0.09868421052631579
Johnny Isakson R-GA,Republican,Obama,09-17 work,1997,0.09864797195793691
"Duarte, John",Republican,Biden,09-17 work,294,0.09863945578231292
"Angus S. King, Jr.",Independent,Biden,09-17 work,1531,0.09862834748530372
Chris Collins R-NY,Republican,Trump,09-17 work,497,0.09859154929577464
"Manchin, Joe",Democrat,Trump,18-20 evening,700,0.09857142857142857
"Manchin, Joe",Democrat,Trump,09-17 work,2780,0.0985611510791367
"Chavez-DeRemer, Lori",Republican,Biden,09-17 work,761,0.09855453350854139
Anthony Brindisi D-NY,Democrat,Trump,18-20 evening,264,0.09848484848484848
Lisa Murkowski,Republican,Biden,05-08 morning,773,0.09831824062095731
Suzan K. DelBene,Democrat,Biden,18-20 evening,295,0.09830508474576272
Kevin Cramer,Republican,Obama,09-17 work,1018,0.09823182711198428
Troy A. Carter,Democrat,Biden,09-17 work,1070,0.09813084112149532
Pete Visclosky D-IN,Democrat,Trump,09-17 work,265,0.09811320754716982
Martha McSally R-AZ,Republican,Trump,18-20 evening,337,0.09792284866468842
Henry Cuellar,Democrat,Trump,09-17 work,2002,0.0979020979020979
Marcia Fudge D-OH,Democrat,Obama,18-20 evening,327,0.09785932721712538
Cory A. Booker,Democrat,Obama,09-17 work,11487,0.09776268825628971
Todd Young,Republican,Trump,09-17 work,3899,0.09771736342651963
J. French Hill,Republican,Trump II,05-08 morning,256,0.09765625
Steve Pearce R-NM,Republican,Obama,05-08 morning,543,0.09760589318600368
Angie Craig,Democrat,Trump,09-17 work,1957,0.0975983648441492
Elaine Luria D-VA,Democrat,Trump,09-17 work,2122,0.09754948162111216
"Graves, Garret",Republican,Obama,18-20 evening,236,0.09745762711864407
Adrian Smith,Republican,Trump II,05-08 morning,236,0.09745762711864407
